Name,Gender,Race,URL
Discontented Dale-man,Male,Men,https://lotro-wiki.com/wiki/Discontented_Dale-man
Discontented Dale-woman,Male,Men,https://lotro-wiki.com/wiki/Discontented_Dale-woman
Discouraged Neighbour,Male,Men,https://lotro-wiki.com/wiki/Discouraged_Neighbour
Discouraged Neighbour,Male,Men,https://lotro-wiki.com/wiki/Discouraged_Neighbour
Disheartened Soldier,Male,Men,https://lotro-wiki.com/wiki/Disheartened_Soldier
Disinterested Cat,Male,Beast,https://lotro-wiki.com/wiki/Disinterested_Cat
Dissenter,Male,Men,https://lotro-wiki.com/wiki/Dissenter
Dissenter,Male,Men,https://lotro-wiki.com/wiki/Dissenter
Distressed Man,Male,Man,https://lotro-wiki.com/wiki/Distressed_Man
Dithalion,Male,Elf,https://lotro-wiki.com/wiki/Dithalion
Dithaliwenn,Female,Elf,https://lotro-wiki.com/wiki/Dithaliwenn
Dithrik,Dwarf,Man,https://lotro-wiki.com/wiki/Dithrik
DNT - Set on LB,Male,Men,https://lotro-wiki.com/wiki/DNT_-_Set_on_LB
DNT NOT USED,Male,Men,https://lotro-wiki.com/wiki/DNT_NOT_USED
Dob Deepfurrow,Male,Hobbit,https://lotro-wiki.com/wiki/Dob_Deepfurrow
Dob Sandheaver,Male,Hobbit,https://lotro-wiki.com/wiki/Dob_Sandheaver
Dobb Buckthorn,Male,Man,https://lotro-wiki.com/wiki/Dobb_Buckthorn
Dock-keeper,Male,Men,https://lotro-wiki.com/wiki/Dock-keeper
Dock-master,Male,Men,https://lotro-wiki.com/wiki/Dock-master
Dod Rumble,Male,Men,https://lotro-wiki.com/wiki/Dod_Rumble
Dodder Twofoot,Male,Hobbit,https://lotro-wiki.com/wiki/Dodder_Twofoot
Doderic Brandybuck,Male,Hobbit,https://lotro-wiki.com/wiki/Doderic_Brandybuck
Dofri Gold-mead,Male,Dwarf,https://lotro-wiki.com/wiki/Dofri_Gold-mead
Dofri,Male,Dwarf,https://lotro-wiki.com/wiki/Dofri
Dog,Male,Men,https://lotro-wiki.com/wiki/Dog
Dolek,Dwarf,Zhélruka,https://lotro-wiki.com/wiki/Dolek
Dolengyl,Female,Elf,https://lotro-wiki.com/wiki/Dolengyl
Éowyn (Meduseld),Female,Race of Man,https://lotro-wiki.com/wiki/Dolenthol
Dolguzigir,Male,Men,https://lotro-wiki.com/wiki/Dolguzigir
Doliel,Female,Man,https://lotro-wiki.com/wiki/Doliel
Dolith,Male,Man,https://lotro-wiki.com/wiki/Dolith
Dolph Boxthorn,Male,Man,https://lotro-wiki.com/wiki/Dolph_Boxthorn
Dolvir,Male,Man,https://lotro-wiki.com/wiki/Dolvir
Dolág,Female,Man,https://lotro-wiki.com/wiki/Dol%C3%A1g
Domesticated Black-beak Cave-claw,Male,Men,https://lotro-wiki.com/wiki/Domesticated_Black-beak_Cave-claw
Domesticated Cave-claw,Male,Men,https://lotro-wiki.com/wiki/Domesticated_Cave-claw
Domesticated Green-back Cave-claw,Male,Men,https://lotro-wiki.com/wiki/Domesticated_Green-back_Cave-claw
Domesticated Green-beak Cave-claw,Male,Men,https://lotro-wiki.com/wiki/Domesticated_Green-beak_Cave-claw
Domesticated Pink-beak Cave-claw,Male,Men,https://lotro-wiki.com/wiki/Domesticated_Pink-beak_Cave-claw
Domesticated Tan-back Cave-claw,Male,Men,https://lotro-wiki.com/wiki/Domesticated_Tan-back_Cave-claw
Domongart,Male,Man,https://lotro-wiki.com/wiki/Domongart
Domuz,Dwarf,Zhélruka,https://lotro-wiki.com/wiki/Domuz
Donaith,Male,Man,https://lotro-wiki.com/wiki/Donaith
Donfuin,Male,Elf,https://lotro-wiki.com/wiki/Donfuin
Dongandel,Male,Elf,https://lotro-wiki.com/wiki/Dongandel
Donnamira Took,Female,Hobbit,https://lotro-wiki.com/wiki/Donnamira_Took
Donndageth,Female,Elf,https://lotro-wiki.com/wiki/Donndageth
Dono Boffin,Male,Hobbit,https://lotro-wiki.com/wiki/Dono_Boffin
Dora Basing,Female,Man,https://lotro-wiki.com/wiki/Dora_Basing
Dora Brandybuck,Female,Hobbit,https://lotro-wiki.com/wiki/Dora_Brandybuck
Dora Brownlock,Female,Hobbit,https://lotro-wiki.com/wiki/Dora_Brownlock
Dora Longburrow,Female,Hobbit,https://lotro-wiki.com/wiki/Dora_Longburrow
Dora Proudfoot,Female,Hobbit,https://lotro-wiki.com/wiki/Dora_Proudfoot
Dora Thatcher,Female,Man,https://lotro-wiki.com/wiki/Dora_Thatcher
Dora's Chicken,Male,Men,https://lotro-wiki.com/wiki/Dora%27s_Chicken
Dorgam,Male,Man,https://lotro-wiki.com/wiki/Dorgam
Dori,Male,Dwarf,https://lotro-wiki.com/wiki/Dori
Dori,Male,Dwarf,https://lotro-wiki.com/wiki/Dori
Dornach,Male,Man,https://lotro-wiki.com/wiki/Dornach
Dornhador,Male,Elf,https://lotro-wiki.com/wiki/Dornhador
Dorniel,Female,Elf,https://lotro-wiki.com/wiki/Dorniel
Dorollas,Male,Elf,https://lotro-wiki.com/wiki/Dorollas
Dorongúr Whitethorn,Male,Elf,https://lotro-wiki.com/wiki/Dorong%C3%BAr_Whitethorn
Doronien,Male,Men,https://lotro-wiki.com/wiki/Doronien
Doronir,Male,Man,https://lotro-wiki.com/wiki/Doronir
Doron,Male,Shade,https://lotro-wiki.com/wiki/Doron
Dorri,Male,Dwarf,https://lotro-wiki.com/wiki/Dorri
Dorset Oakes,Male,Man,https://lotro-wiki.com/wiki/Dorset_Oakes
Dorthadir,Male,Man,https://lotro-wiki.com/wiki/Dorthadir
Dorthaneth,female,Elf,https://lotro-wiki.com/wiki/Dorthaneth
Dorwinion Woman,Female,Man,https://lotro-wiki.com/wiki/Dorwinion_Woman
Dot Leafbottom,Female,Man,https://lotro-wiki.com/wiki/Dot_Leafbottom
Dothnir,Male,Man,https://lotro-wiki.com/wiki/Dothnir
Dourhand Dwarf,Male,Men,https://lotro-wiki.com/wiki/Dourhand_Dwarf
Dourhand,Male,Men,https://lotro-wiki.com/wiki/Dourhand
Drabnir,Male,Man,https://lotro-wiki.com/wiki/Drabnir
Drachyn,Male,Men,https://lotro-wiki.com/wiki/Drachyn
Drafli Broadshield,Male,Dwarf,https://lotro-wiki.com/wiki/Drafli_Broadshield
Drafli,Male,Dwarf,https://lotro-wiki.com/wiki/Drafli
Dragmáll,Male,Dwarf,https://lotro-wiki.com/wiki/Dragm%C3%A1ll
Draig-lûth Warrior,Male,Men,https://lotro-wiki.com/wiki/Draig-l%C3%BBth_Warrior
Drake,Male,Men,https://lotro-wiki.com/wiki/Drake
Drama Coach,Male,Men,https://lotro-wiki.com/wiki/Drama_Coach
Drama Director,Male,Men,https://lotro-wiki.com/wiki/Drama_Director
Drambin,Male,Elf,https://lotro-wiki.com/wiki/Drambin
Drambor,Male,Men,https://lotro-wiki.com/wiki/Drambor
Draug,Male,Dog,https://lotro-wiki.com/wiki/Draug
Dravron,Male,Man,https://lotro-wiki.com/wiki/Dravron
Dreda Penney,Female,Man,https://lotro-wiki.com/wiki/Dreda_Penney
Drengur,Male,Dwarf,https://lotro-wiki.com/wiki/Drengur
Drewett,Male,Men,https://lotro-wiki.com/wiki/Drewett
Dringil,Female,Elf,https://lotro-wiki.com/wiki/Dringil
Dringlaer,Male,Elf,https://lotro-wiki.com/wiki/Dringlaer
Dringrod,male,Gondorian,https://lotro-wiki.com/wiki/Dringrod
Drudwen,Female,Hobbit,https://lotro-wiki.com/wiki/Drudwen
Drugât,Male,The Dead,https://lotro-wiki.com/wiki/Drug%C3%A2t
Drumbur,Male,Dwarf,https://lotro-wiki.com/wiki/Drumbur
Drunkard,Male,Men,https://lotro-wiki.com/wiki/Drunkard
Drunken,Male,Men,https://lotro-wiki.com/wiki/Drunken
Drunken Reveller,Male,Men,https://lotro-wiki.com/wiki/Drunken_Reveller
Drunken Reveller,Male,Men,https://lotro-wiki.com/wiki/Drunken_Reveller
Drusi Begwyl,Female,Hobbit,https://lotro-wiki.com/wiki/Drusi_Begwyl
Drytwald,Male,Man,https://lotro-wiki.com/wiki/Drytwald
Dráttur,Male,Dwarf,https://lotro-wiki.com/wiki/Dr%C3%A1ttur
Dréri,Male,Dwarf,https://lotro-wiki.com/wiki/Dr%C3%A9ri
Drúadan Villager,Male,Drúedain,https://lotro-wiki.com/wiki/Dr%C3%BAadan_Villager
Drúadan,Male,Men,https://lotro-wiki.com/wiki/Dr%C3%BAadan
Drúadan,Male,Men,https://lotro-wiki.com/wiki/Dr%C3%BAadan
Drúgred,Male,Variag,https://lotro-wiki.com/wiki/Dr%C3%BAgred
Dudmund,Male,Race of Man,https://lotro-wiki.com/wiki/Dudmund
Dudo Chubb,Male,Hobbit,https://lotro-wiki.com/wiki/Dudo_Chubb
Dudo Greenacre,Male,Hobbit,https://lotro-wiki.com/wiki/Dudo_Greenacre
Dudoc,Male,Rohirrim,https://lotro-wiki.com/wiki/Dudoc
Dudsig,Male,Man,https://lotro-wiki.com/wiki/Dudsig
Dudweld,Male,Race of Man,https://lotro-wiki.com/wiki/Dudweld
Dufrig,Male,Man,https://lotro-wiki.com/wiki/Dufrig
Duilin,Male,Man,https://lotro-wiki.com/wiki/Duilin
Duillam,Male,Man,https://lotro-wiki.com/wiki/Duillam
Duindil,Male,Man,https://lotro-wiki.com/wiki/Duindil
Duinhir,Male,Man,https://lotro-wiki.com/wiki/Duinhir
Dulan,Male,Man,https://lotro-wiki.com/wiki/Dulan
Mouth of Sauron,Male,Man,https://lotro-wiki.com/wiki/Dulgab%C3%AAth
Dunbog Cooter,Male,Critters,https://lotro-wiki.com/wiki/Dunbog_Cooter
Dunfast Refugee,Male,Men,https://lotro-wiki.com/wiki/Dunfast_Refugee
Dunfast Refugee,Male,Men,https://lotro-wiki.com/wiki/Dunfast_Refugee
Dungeon Guard,Male,Men,https://lotro-wiki.com/wiki/Dungeon_Guard
Dunith,Female,Man,https://lotro-wiki.com/wiki/Dunith
Dunlending Look-out,Male,Men,https://lotro-wiki.com/wiki/Dunlending_Look-out
Dunlending Quartermaster,Male,Man,https://lotro-wiki.com/wiki/Dunlending_Quartermaster
Dunlending Scout,Male,Men,https://lotro-wiki.com/wiki/Dunlending_Scout
Dunlending Scout,Male,Men,https://lotro-wiki.com/wiki/Dunlending_Scout
Dunlending Slave,Male,Man,https://lotro-wiki.com/wiki/Dunlending_Slave
Dunlendings,Male,Men,https://lotro-wiki.com/wiki/Dunlending
Dunlendings,Male,Men,https://lotro-wiki.com/wiki/Dunlending
Dunstan,Male,Man,https://lotro-wiki.com/wiki/Dunstan
Dunward,Male,Race of Man,https://lotro-wiki.com/wiki/Dunward
Durell,Male,Man,https://lotro-wiki.com/wiki/Durell
Durglob,Male,Orc,https://lotro-wiki.com/wiki/Durglob
Durin III,Male,Dwarf,https://lotro-wiki.com/wiki/Durin_III
Durin II,Male,Dwarf,https://lotro-wiki.com/wiki/Durin_II
Durin IV,Male,Dwarf,https://lotro-wiki.com/wiki/Durin_IV
Durin I,Male,Dwarf,https://lotro-wiki.com/wiki/Durin_I
Durin VI,Male,Dwarf,https://lotro-wiki.com/wiki/Durin_VI
Durin V,Male,Dwarf,https://lotro-wiki.com/wiki/Durin_V
Durin's Folk Collection Box,Male,Men,https://lotro-wiki.com/wiki/Durin%27s_Folk_Collection_Box
Durin,Male,Dwarf,https://lotro-wiki.com/wiki/Durin
Durnir,Male,Man,https://lotro-wiki.com/wiki/Durnir
Durshulot Goblin,Male,Men,https://lotro-wiki.com/wiki/Durshulot_Goblin
Durstan,Male,Dwarf,https://lotro-wiki.com/wiki/Durstan
Durthang Warrior,Male,Men,https://lotro-wiki.com/wiki/Durthang_Warrior
Duskleaf,Male,Men,https://lotro-wiki.com/wiki/Duskleaf
Dusty,Female,Hobbit,https://lotro-wiki.com/wiki/Dusty
Dust,Male,Men,https://lotro-wiki.com/wiki/Dust
Duvengris,Male,Man,https://lotro-wiki.com/wiki/Duvengris
Dwalin,Male,dwarf,https://lotro-wiki.com/wiki/Dwalin
Dwarf Barber,Male,Men,https://lotro-wiki.com/wiki/Dwarf_Barber
Dwarf,Male,Men,https://lotro-wiki.com/wiki/Dwarf
Dwarf Explorer,Male,Men,https://lotro-wiki.com/wiki/Dwarf_Explorer
Dwarf Explorer,Male,Men,https://lotro-wiki.com/wiki/Dwarf_Explorer
Dwarf Messenger,Male,Men,https://lotro-wiki.com/wiki/Dwarf_Messenger
Dwarf of Erebor,Male,Men,https://lotro-wiki.com/wiki/Dwarf_of_Erebor
Dwarf Patron,Male,Men,https://lotro-wiki.com/wiki/Dwarf_Patron
Dwarf Scout,Male,Dwarf,https://lotro-wiki.com/wiki/Dwarf_Scout
Dwarf Warrior,Male,Men,https://lotro-wiki.com/wiki/Dwarf_Warrior
Dwarf Worker,Male,Dwarf,https://lotro-wiki.com/wiki/Dwarf_Worker
Dwarf-carved Stone,Male,Men,https://lotro-wiki.com/wiki/Dwarf-carved_Stone
Dwarf-miner,Male,Men,https://lotro-wiki.com/wiki/Dwarf-miner
Dwarf-prisoner,Male,Men,https://lotro-wiki.com/wiki/Dwarf-prisoner
Dwarf,Male,Men,https://lotro-wiki.com/wiki/Dwarf
Dwarf,Male,Men,https://lotro-wiki.com/wiki/Dwarf
Dying Corsair,Male,Man,https://lotro-wiki.com/wiki/Dying_Corsair
Dying Uruk,Male,Uruk,https://lotro-wiki.com/wiki/Dying_Uruk
Dyr,Male,Dwarf,https://lotro-wiki.com/wiki/Dyr
Dyvan,Male,Man,https://lotro-wiki.com/wiki/Dyvan
Dági,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%A1gi
Dáin Ironfoot,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%A1in_Ironfoot
Dáin,Male,Men,https://lotro-wiki.com/wiki/D%C3%A1in
Dáthi,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%A1thi
Débel,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%A9bel
Déormund,Male,Man,https://lotro-wiki.com/wiki/D%C3%A9ormund
Déornyd,Male,Man,https://lotro-wiki.com/wiki/D%C3%A9ornyd
Déorun,Male,Race of Man,https://lotro-wiki.com/wiki/D%C3%A9orun
Déorwald,Female,Man,https://lotro-wiki.com/wiki/D%C3%A9orwald
Déorwine,Male,Man,https://lotro-wiki.com/wiki/D%C3%A9orwine
Dílath,Female,Elf,https://lotro-wiki.com/wiki/D%C3%ADlath
Dímbassoneth,Female,Elf,https://lotro-wiki.com/wiki/D%C3%ADmbassoneth
Dínellas,Male,Elf,https://lotro-wiki.com/wiki/D%C3%ADnellas
Dirion,Male,Man,https://lotro-wiki.com/wiki/D%C3%ADrion
Dís,Female,Dwarf,https://lotro-wiki.com/wiki/D%C3%ADs
Dís,Female,Dwarf,https://lotro-wiki.com/wiki/D%C3%ADs
Dóbrokh,Dwarf,Zhélruka,https://lotro-wiki.com/wiki/D%C3%B3brokh
Dómari,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%B3mari
Dómor,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%B3mor
Dómárr,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%B3m%C3%A1rr
Dór,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%B3r
Dúcheryn,Female,Man,https://lotro-wiki.com/wiki/D%C3%BAcheryn
Dúdrad,Male,Man,https://lotro-wiki.com/wiki/D%C3%BAdrad
Dúfa,Male,Men,https://lotro-wiki.com/wiki/D%C3%BAfa
Dúghild,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%BAghild
Dúi,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%BAi
Dúnach,Male,Man,https://lotro-wiki.com/wiki/D%C3%BAnach
Dúnedain,Male,Men,https://lotro-wiki.com/wiki/D%C3%BAnadan
Dúnburg,Female,Man,https://lotro-wiki.com/wiki/D%C3%BAnburg
Dúndurion,Male,Elf,https://lotro-wiki.com/wiki/D%C3%BAndurion
Dúnedain,Male,Men,https://lotro-wiki.com/wiki/D%C3%BAnedain
Dúnedain,Male,Men,https://lotro-wiki.com/wiki/D%C3%BAnedain
Dúneth,Female,Man,https://lotro-wiki.com/wiki/D%C3%BAneth
Dúnhammad,Male,Man,https://lotro-wiki.com/wiki/D%C3%BAnhammad
Dúnhere,Male,Rohirrim,https://lotro-wiki.com/wiki/D%C3%BAnhere
Dúnnan,Female,Man,https://lotro-wiki.com/wiki/D%C3%BAnnan
Dúnor,Male,Man,https://lotro-wiki.com/wiki/D%C3%BAnor
Dúrbethir,Male,Man,https://lotro-wiki.com/wiki/D%C3%BArbethir
Dúri Bold-hammer,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%BAri_Bold-hammer
Dúrlammad,Male,Man,https://lotro-wiki.com/wiki/D%C3%BArlammad
Dúrvenel,Male,Men,https://lotro-wiki.com/wiki/D%C3%BArvenel
Dúthi,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%BAthi
Dûgden,Male,Shade,https://lotro-wiki.com/wiki/D%C3%BBgden
Dûnud,Male,Uruk,https://lotro-wiki.com/wiki/D%C3%BBnud
Dýri,Male,Dwarf,https://lotro-wiki.com/wiki/D%C3%BDri
Eadla,Female,Man,https://lotro-wiki.com/wiki/Eadla
Ealswith,Female,Rohirrim,https://lotro-wiki.com/wiki/Ealswith
Earl Beechwood,Male,Man,https://lotro-wiki.com/wiki/Earl_Beechwood
Earth-kin chieftain,Male,Men,https://lotro-wiki.com/wiki/Earth-kin_chieftain
Earth-kin Hunter,Male,Giant-kind,https://lotro-wiki.com/wiki/Earth-kin_Hunter
Earth-kin Scout,Male,Earth-kin,https://lotro-wiki.com/wiki/Earth-kin_Scout
Reflecting Pool,Male,Men,https://lotro-wiki.com/wiki/East_Gondor_Reflecting_Pool
Reflecting Pool,Male,Men,https://lotro-wiki.com/wiki/East_Rohan_Reflecting_Pool
Eastemnet Armour Quartermaster,Male,Men,https://lotro-wiki.com/wiki/Eastemnet_Armour_Quartermaster
Eastemnet Miscellany Quartermaster,Male,Men,https://lotro-wiki.com/wiki/Eastemnet_Miscellany_Quartermaster
"Eastemnet Shields, Weapons, Jewellery Quartermaster",Male,Men,https://lotro-wiki.com/wiki/Eastemnet_Shields%2C_Weapons%2C_Jewellery_Quartermaster
Easterling Ambusher,Male,Men,https://lotro-wiki.com/wiki/Easterling_Ambusher
Easterling Defector,Male,Man,https://lotro-wiki.com/wiki/Easterling_Defector
Easterling Leader,Male,Men,https://lotro-wiki.com/wiki/Easterling_Leader
Easterling Prisoner,Male,Men,https://lotro-wiki.com/wiki/Easterling_Prisoner
Easterling Prisoner,Male,Men,https://lotro-wiki.com/wiki/Easterling_Prisoner
Easterling refugee,Male,Man,https://lotro-wiki.com/wiki/Easterling_Refugee
Easterling Soldier,Male,Men,https://lotro-wiki.com/wiki/Easterling_Soldier
Easterling Victim,Male,Men,https://lotro-wiki.com/wiki/Easterling_Victim
Easterlings,Male,Men,https://lotro-wiki.com/wiki/Easterling
Eastmund,Male,Race of Man,https://lotro-wiki.com/wiki/Eastmund
Eaworth Guard,Male,Men,https://lotro-wiki.com/wiki/Eaworth_Guard
Ebba,Female,Man,https://lotro-wiki.com/wiki/Ebba
Ebbo Yarwood,Male,Hobbit,https://lotro-wiki.com/wiki/Ebbo_Yarwood
Ebort,Male,Race of Man,https://lotro-wiki.com/wiki/Ebort
Ebrulf Sackville,Male,Hobbit,https://lotro-wiki.com/wiki/Ebrulf_Sackville
Ecgar,Male,Race of Man,https://lotro-wiki.com/wiki/Ecgar
Ecglaf,Male,Man,https://lotro-wiki.com/wiki/Ecglaf
Echadon,Male,Man,https://lotro-wiki.com/wiki/Echadon
Echil,Male,Man,https://lotro-wiki.com/wiki/Echil
Echo of Galadriel,Female,Elf,https://lotro-wiki.com/wiki/Echo_of_Galadriel
Ecthel,male,Man,https://lotro-wiki.com/wiki/Ecthel
Edar,Male,Man,https://lotro-wiki.com/wiki/Edar
Edash,Male,Dwarf,https://lotro-wiki.com/wiki/Edash
Edbrit,Male,Race of Man,https://lotro-wiki.com/wiki/Edbrit
Edda Twiggins,Female,Man,https://lotro-wiki.com/wiki/Edda_Twiggins
Edenithil,Male,Elf,https://lotro-wiki.com/wiki/Edenithil
Edgal,Male,Race of Man,https://lotro-wiki.com/wiki/Edgal
Edgar Standish,Male,Man,https://lotro-wiki.com/wiki/Edgar_Standish
Edgecase,Male,Men,https://lotro-wiki.com/wiki/Edgecase
Edhan,Male,Man,https://lotro-wiki.com/wiki/Edhan
Edhelnir,Male,Elf,https://lotro-wiki.com/wiki/Edhelnir
Edhild,Female,Man,https://lotro-wiki.com/wiki/Edhild
Edhow,Male,Man,https://lotro-wiki.com/wiki/Edhow
Edilina Proudfoot,Female,Hobbit,https://lotro-wiki.com/wiki/Edilina_Proudfoot
Edith Sweetrose,Female,Man,https://lotro-wiki.com/wiki/Edith_Sweetrose
Edlothon,Male,Elf,https://lotro-wiki.com/wiki/Edlothon
Edric,Male,Men,https://lotro-wiki.com/wiki/Edric
Edrud,Female,Man,https://lotro-wiki.com/wiki/Edrud
Edsig,Male,Man,https://lotro-wiki.com/wiki/Edsig
Edulf Tunnelly,Female,Hobbit,https://lotro-wiki.com/wiki/Edulf_Tunnelly
Edward Carver,Male,Man,https://lotro-wiki.com/wiki/Edward_Carver
Edwin Miller,Male,Man,https://lotro-wiki.com/wiki/Edwin_Miller
Edwulf,Male,Race of Man,https://lotro-wiki.com/wiki/Edwulf
Eetu,Male,Earth-kin,https://lotro-wiki.com/wiki/Eetu
Efa,Male,Men,https://lotro-wiki.com/wiki/Efa
Efi Plateshaper,Male,Dwarf,https://lotro-wiki.com/wiki/Efi_Plateshaper
Egbalth,Male,Men,https://lotro-wiki.com/wiki/Egbalth
Egbert Ditchins,Male,Hobbit,https://lotro-wiki.com/wiki/Egbert_Ditchins
Egbert Took,Male,Hobbit,https://lotro-wiki.com/wiki/Egbert_Took
Egelferth,Male,Race of Man,https://lotro-wiki.com/wiki/Egelferth
Egelnoth,Male,Man,https://lotro-wiki.com/wiki/Egelnoth
Egfrith's Words,Male,Men,https://lotro-wiki.com/wiki/Egfrith%27s_Words
Egfrith,Female,Man,https://lotro-wiki.com/wiki/Egfrith
Egg,Male,Men,https://lotro-wiki.com/wiki/Egg
Egil Oldbeard,Male,Dwarf,https://lotro-wiki.com/wiki/Egil_Oldbeard
Egind,Male,Man,https://lotro-wiki.com/wiki/Egind
Eglamír,Male,Elf,https://lotro-wiki.com/wiki/Eglam%C3%ADr
Egláf,Male,Race of Man,https://lotro-wiki.com/wiki/Egl%C3%A1f
Egmund,Male,Race of Man,https://lotro-wiki.com/wiki/Egmund
Egnir,Male,Man,https://lotro-wiki.com/wiki/Egnir
Egon Malt-water,Male,Dwarf,https://lotro-wiki.com/wiki/Egon_Malt-water
Egraedir,Male,Great Eagle,https://lotro-wiki.com/wiki/Egraedir
Egwylf,Female,Man,https://lotro-wiki.com/wiki/Egwylf
Eidhwen,Female,Race of Man,https://lotro-wiki.com/wiki/Eidhwen
Eidiol,Male,Race of Man,https://lotro-wiki.com/wiki/Eidiol
Eigár,Male,Man,https://lotro-wiki.com/wiki/Eig%C3%A1r
Eija,Female,Man,https://lotro-wiki.com/wiki/Eija
Eilag,Male,Dwarf,https://lotro-wiki.com/wiki/Eilag
Eilian Good-heart,Female,Man,https://lotro-wiki.com/wiki/Eilian_Good-heart
Eilian,Female,Elf,https://lotro-wiki.com/wiki/Eilian
Eilig,Male,Man,https://lotro-wiki.com/wiki/Eilig
Eiluned,Female,Man,https://lotro-wiki.com/wiki/Eiluned
Eiláf,Male,Dwarf,https://lotro-wiki.com/wiki/Eil%C3%A1f
Eilíefr,Male,Dwarf,https://lotro-wiki.com/wiki/Eil%C3%ADefr
Eimyr,Male,Giant-kind,https://lotro-wiki.com/wiki/Eimyr
Einar,Male,Dwarf,https://lotro-wiki.com/wiki/Einar
Eindrith,Male,Dwarf,https://lotro-wiki.com/wiki/Eindrith
Eine,Female,Man,https://lotro-wiki.com/wiki/Eine
Eirek,Male,Dwarf,https://lotro-wiki.com/wiki/Eirek
Eirieniel,Female,Man,https://lotro-wiki.com/wiki/Eirieniel
Eirien,Female,Elf,https://lotro-wiki.com/wiki/Eirien
Eirik,Male,Dwarf,https://lotro-wiki.com/wiki/Eirik
Eirlys Dringarth,Female,Hobbit,https://lotro-wiki.com/wiki/Eirlys_Dringarth
Eithriel,Female,Race of Man,https://lotro-wiki.com/wiki/Eithriel
Eitill,Male,Dwarf,https://lotro-wiki.com/wiki/Eitill
Eitur,Male,Men,https://lotro-wiki.com/wiki/Eitur
Ekhagan,Male,Man,https://lotro-wiki.com/wiki/Ekhagan
Ekhfás,Male,Dwarf,https://lotro-wiki.com/wiki/Ekhf%C3%A1s
Elaglar,Male,Man,https://lotro-wiki.com/wiki/Elaglar
Elain,Female,Man,https://lotro-wiki.com/wiki/Elain
Elda,Male,Man,https://lotro-wiki.com/wiki/Elda
Elder Déin,Male,Man,https://lotro-wiki.com/wiki/Elder_D%C3%A9in
Elder Kedivor,Male,Man,https://lotro-wiki.com/wiki/Elder_Kedivor
Elder Riagán,Male,Man,https://lotro-wiki.com/wiki/Elder_Riag%C3%A1n
Elder Tahvo,Male,Earth-kin,https://lotro-wiki.com/wiki/Elder_Tahvo
Elderly Hobbit,Male,Men,https://lotro-wiki.com/wiki/Elderly_Hobbit
Eldmath,Male,Man,https://lotro-wiki.com/wiki/Eldmath
Eldo Swatmidge,Male,Hobbit,https://lotro-wiki.com/wiki/Eldo_Swatmidge
Eldora,Female,Man,https://lotro-wiki.com/wiki/Eldora
Eldorudo,Male,Men,https://lotro-wiki.com/wiki/Eldorudo
Eldur,Male,Dwarf,https://lotro-wiki.com/wiki/Eldur
Elendil,Male,Man,https://lotro-wiki.com/wiki/Elendil
Eleri,Female,Man,https://lotro-wiki.com/wiki/Eleri
Strider,Male,Man,https://lotro-wiki.com/wiki/Elessar
Elf,Male,Men,https://lotro-wiki.com/wiki/Elf
Elf of Imladris,Male,Men,https://lotro-wiki.com/wiki/Elf_of_Imladris
Elf of Imladris,Male,Men,https://lotro-wiki.com/wiki/Elf_of_Imladris
Elf of Lórien,Male,Men,https://lotro-wiki.com/wiki/Elf_of_L%C3%B3rien
Elf of Lórien,Male,Men,https://lotro-wiki.com/wiki/Elf_of_L%C3%B3rien
Elf of Rivendell,Male,Men,https://lotro-wiki.com/wiki/Elf_of_Rivendell
Elf of Rivendell,Male,Men,https://lotro-wiki.com/wiki/Elf_of_Rivendell
Elf of the Avorrim,Male,Men,https://lotro-wiki.com/wiki/Elf_of_the_Avorrim
Elf of the Avorrim,Male,Men,https://lotro-wiki.com/wiki/Elf_of_the_Avorrim
Elf Wayfarer,Male,Men,https://lotro-wiki.com/wiki/Elf_Wayfarer
Elf-prisoner,Male,Men,https://lotro-wiki.com/wiki/Elf-prisoner
Elf-prisoner,Male,Men,https://lotro-wiki.com/wiki/Elf-prisoner
Elf-smith,Male,Men,https://lotro-wiki.com/wiki/Elf-smith
Elf-student,Male,Men,https://lotro-wiki.com/wiki/Elf-student
Elf-student,Male,Men,https://lotro-wiki.com/wiki/Elf-student
Elf-warrior,Male,Elf,https://lotro-wiki.com/wiki/Elf-warrior
Elfburg's Account,Male,Men,https://lotro-wiki.com/wiki/Elfburg%27s_Account
Elfburg,Female,Man,https://lotro-wiki.com/wiki/Elfburg
Elfdag,Male,Race of Man,https://lotro-wiki.com/wiki/Elfdag
Elfgifu,Female,Man,https://lotro-wiki.com/wiki/Elfgifu
Elfhelm's Steed,Male,Men,https://lotro-wiki.com/wiki/Elfhelm%27s_Steed
Elfhelm,Male,Man,https://lotro-wiki.com/wiki/Elfhelm
